DATE,RETURN 1,RETURN 2,RETURN 3,REURN 4,RETURN 5,RETURN 6,RETURN 7,RETURN 8,RETURN 9
2/23/1998,-0.924452933,0.381224933,0.553970448,-0.210199455,-0.772361151,-0.421018247,0.243208688,1.475345374,-1.096506681
2/24/1998,-0.924452933,0.378885361,0.553970448,-0.213597993,-0.786243411,-0.397540328,0.212523202,1.437989881,-1.092684235
2/25/1998,-0.923690062,0.377715575,0.598080169,-0.188675384,-0.779615136,-0.409279287,0.204402017,1.497134768,-1.100329128
2/26/1998,-0.918449671,0.373044786,0.611860045,-0.186409693,-0.774227673,-0.391670848,0.204402017,1.59052088,-1.11944136
2/27/1998,-0.915209757,0.378885361,0.642189889,-0.196039788,-0.770086327,-0.391670848,0.199888002,1.571840512,-1.123263807
03-02-1998,-0.915781453,0.385895722,0.631162459,-0.218696705,-0.777128207,-0.395583835,0.196277944,1.634099667,-1.134731146
03-03-1998,-0.919211627,0.383564505,0.63942862,-0.21699653,-0.773814069,-0.387757862,0.20079196,1.646551498,-1.150020932
03-04-1998,-0.917925541,0.368373997,0.644942335,-0.245317676,-0.772154349,-0.401453314,0.193571845,1.615419299,-1.119918401
03-05-1998,-0.916734584,0.377715575,0.683538341,-0.245885005,-0.773400465,-0.409279287,0.17642263,1.578069049,-1.11370769
03-06-1998,-0.915400932,0.398755013,0.700079486,-0.253247597,-0.768013002,-0.405366301,0.172812572,1.655889061,-1.111796467
03-09-1998,-0.910255671,0.394075869,0.697327039,-0.271373131,-0.773814069,-0.411235781,0.17642263,1.690130285,-1.11370769
03-10-1998,-0.910552953,0.417446524,0.730409329,-0.258911826,-0.766358584,-0.419061754,0.17642263,1.702582117,-1.109885244
03-11-1998,-0.91320928,0.431467246,0.777271496,-0.24418483,-0.76614648,-0.401453314,0.165592458,1.690130285,-1.115618914
03-12-1998,-0.914066366,0.439647393,0.81862877,-0.233989218,-0.768840211,-0.403409808,0.17642263,1.659003329,-1.11370769
3/13/1998,-0.913923671,0.436138035,0.80760134,-0.239653447,-0.772154349,-0.389714355,0.164691388,1.646551498,-1.115618914
3/16/1998,-0.913685845,0.437307821,0.85171106,-0.224926451,-0.768426606,-0.409279287,0.177326588,1.711919679,-1.148109708
3/17/1998,-0.91301902,0.440817179,0.890307065,-0.228324989,-0.773814069,-0.42297474,0.182741674,1.811529085,-1.153843378
3/18/1998,-0.90887354,0.424456885,0.906848211,-0.222095243,-0.780442345,-0.409279287,0.189961788,1.84577031,-1.159577048
3/19/1998,-0.909874236,0.419786096,0.906848211,-0.210199455,-0.771740744,-0.41710526,0.189961788,1.936042153,-1.157665825
3/20/1998,-0.909874236,0.433806818,0.912361926,-0.217563859,-0.776300998,-0.421018247,0.182741674,2.010747896,-1.138553592
3/23/1998,-0.910016931,0.423287099,0.906848211,-0.223793605,-0.777128207,-0.42297474,0.191766817,1.94227069,-1.123263807
3/24/1998,-0.909683976,0.415106952,1.039177371,-0.204535226,-0.770913535,-0.419061754,0.196277944,1.99518704,-1.111796467
3/25/1998,-0.911636888,0.374214572,1.011608796,-0.181878309,-0.768426606,-0.411235781,0.193571845,1.957831546,-1.11370769
3/26/1998,-0.910827367,0.38940508,1.050204801,-0.190375559,-0.744814037,-0.413192274,0.180936645,1.957831546,-1.092684235
3/27/1998,-0.90911228,0.384734291,1.077773377,-0.196605305,-0.761384726,-0.403409808,0.171911502,1.954717278,-1.086950565
3/30/1998,-0.908445454,0.366034425,1.050204801,-0.206800918,-0.762211935,-0.42297474,0.167397487,1.94227069,-1.088861789
3/31/1998,-0.908707062,0.388235294,1.014361243,-0.201136688,-0.763458051,-0.413192274,0.184546702,1.904915196,-1.086950565
04-01-1998,-0.905205541,0.40108623,1.058470963,-0.196039788,-0.759730309,-0.411235781,0.179131617,1.895577634,-1.092684235
04-02-1998,-0.901441496,0.426796457,1.165992817,-0.183578484,-0.753929242,-0.413192274,0.182741674,1.94227069,-1.085039342
04-03-1998,-0.903013888,0.441986965,1.165992817,-0.193774097,-0.751442313,-0.403409808,0.184546702,1.951608252,-1.083128119
